;;
294.  ;Дом товарищества Кунст и Альберс;Приморский край, г. Владивосток, ул. Светланская, 31, стр. 4
295.  ;Дом товарищества Кунст и Альберс;Приморский край, г. Владивосток, ул. Светланская, 33
296.  ;"Здание универсального магазина ""Торгового дома Кунста и Альберса""-ГУМ";Приморский край, г. Владивосток, ул. Светланская, 35
297.  ;Доходный дом Даттана;Приморский край, г. Владивосток, ул. Светланская, 37
298.  ;Ансамбль жилых домов - памятник деревянного зодчества;Приморский край, г. Владивосток, ул. Светланская, 39 ( строения 1,2,3)
;АНСАМБЛЬ;
299.  ;Жилой дом;Приморский край, г. Владивосток, ул. Светланская, 39
300.  ;Жилой дом;Приморский край, г. Владивосток, Светланская ул., 39а
301.  ;Жилой дом;Приморский край, г. Владивосток, ул. Светланская, 39 б
302.  ;Жилой дом;Приморский край, г.Владивосток, ул.Светланская, 39 в
303.  ;"Административное здание ""Торгового дома Кунст и Альберс""";Приморский край, г. Владивосток, ул. Светланская, 40
304.  ;Здание Владивостокской почтово-телеграфной конторы (почтамт);Приморский край, г. Владивосток, ул. Светланская, 41
305.  ;Здание клуба работников связи - старейший центр профдвижения во Владивостоке;Приморский край, г. Владивосток, ул. Светланская, 41А
306.  ;«Доходный дом Пьянкова (Книготорг)»;Приморский край, г. Владивосток, ул. Светланская, 43
307.  ;Доходный дом Шевелева;Приморский край, г. Владивосток, ул. Светланская, 44
308.  ;"Здание ""Нового магазина Т.Д. Чурин и Касьянов"" (филиал ГУМА, гастроном № 4";Приморский край, г. Владивосток, ул. Светланская, 45
309.  ;Дом первого жителя г. Владивостока  Семенова Я.Л;Приморский край, г. Владивосток, ул. Светланская, 46
310.  ;Здание Приморского крайкома КРСС - памятник советской архитектуры 30-х год;Приморский край, г. Владивосток, ул. Светланская, 47
311.  ;Здание Дальневосточного филиала Академии наук СССР - первого периферийного филиала Академии, организованного известным советским ученым академиком В.Л. Комаровым в 1932 г;Приморский край, г. Владивосток, ул. Светланская, 50
312.  ;Доходный дом;Приморский край, г. Владивосток, ул. Светланская, д. 51
313.  ;Здание кондитерской Кокина;Приморский край, г. Владивосток, ул. Светланская, 53, стр. 2
314.  ;Доходный дом Бюргина;Приморский край, г. Владивосток, ул. Светланская, 53, стр. 3
315.  ;Здание бывшего городского комитета КПСС;Приморский край, г. Владивостокский городской округ, ул. Светланская, 54
316.  ;Дом Штейнбаха;Приморский край, г. Владивосток, ул. Светланская, 55
317.  ;Дом жилой;Приморский край, г. Владивосток, ул. Светланская, 55б
318.  ;Здание бывшей городской управы 1890-1891 гг;Приморский край, г. Владивосток, ул. Светланская, 57, стр. 1
319.  ;Дом Вальдена;Приморский край, г. Владивосток, ул. Светланская, 61, стр. 1
320.  ;Дом жилой;Приморский край, г. Владивосток, ул. Светланская, 61, стр. 2
321.  ;Многоквартирный жилой дом - памятник советской архитектуры 30-х годов, памятник творчества архитектора А.А. Заседателева, первого советского архитектора во Владивостоке;Приморский край, г. Владивосток, ул. Светланская, 63
322.  ;Церковно-приходская школа;Приморский край, г. Владивосток, ул. Светланская, 65
323.  ;Штаб Тихоокеанского пограничного округа;Приморский край, г. Владивосток, ул. Светланская, 67
324.  ;Здание Морского собрания, в котором в 1895 - 1896 гг. выступал с докладами известный флотоводец и ученый С.О. Макаров;Приморский край, г. Владивостокский городской округ, ул. Светланская, 68
325.  ;Дом, в котором жил известный общественный деятель края А.Д. Старцев;Приморский край, г. Владивосток, ул. Светланская, 69
326.  ;Здание Приморской краевой конторы Госбанка – место героической обороны дивизиона Народной охраны 25 мая 1921 г;Приморский край, г. Владивосток, ул. Светланская, 71
327.  ;Здание бывшего Управления Владивостокского военного порта и Сибирской флотилии;Приморский край, г. Владивосток, ул. Светланская, 72-в (Ленинская 72)
328.  ;Дом в котором жил профессор Позднеев С.П., известный русский филолог, первый ректор Восточного института;Приморский край, г. Владивосток, ул. Светланская, 73 а
329.  ;Ансамбль жилых домов Сибирского флотского экипажа (Офицерские флигеля);Приморский край, г. Владивосток, ул. Светланская, 66,74, 76, 78,80,80а
;АНСАМБЛЬ;
330.  ;Жилой дом;Приморский край, г. Владивостокский городской округ, ул. Светланская, 66
331.  ;Дом жилой. Здесь жил географ контр-адмирал Л.А. Дёмин;Приморский край, г. Владивосток, ул. Светланская, 76
332.  ;Дом жилой;Приморский край, г. Владивосток, ул. Светланская, 78
333.  ;Дом жилой;Приморский край, г. Владивостокский городской округ, ул. Светланская, 80
334.  ;Дом командира портов Восточного океана;Приморский край, г. Владивостокский городской округ, ул. Светланская, 80-А
335.  ;Жилой дом лейтенантского состава Тихоокеанского флота;Приморский край, г. Владивосток, ул. Светланская, 85
336.  ;Здание отделения торгового дома Кунст и Альберс в Офицерской слободе;Приморский край, г. Владивосток, ул. Светланская, 104
337.  ;Жилой дом;Приморский край, г. Владивосток, ул. Светланская, 108
338.  ;Жилой дом;Приморский край, г. Владивостокский городской округ, ул. Светланская, 109
339.  ;Дом доходный Филлипченко А. Б;Приморский край, г. Владивосток, ул. Светланская, 111
340.  ;Доходный дом;Приморский край, г. Владивосток, ул. Светланская, 113
341.  ;Доходный дом Чирва;Приморский край, г. Владивосток, ул. Светланская, 114
342.  ;Здание библиотеки им. Гоголя (ныне – им. М. Горького) – первой на Дальнем Востоке публичной библиотеки;Приморский край, г. Владивостокский городской округ, ул. Светланская, 119
343.  ;Жилой дом;Приморский край, г. Владивосток, ул. Светланская, 127
344.  ;Жилой дом;Приморский край, г. Владивосток, ул. Светланская, 131, стр.2
345.  ;Жилой дом;Приморский край, г. Владивосток, ул. Светланская, 131
346.  ;Жилой дом;Приморский край, г. Владивосток, ул. Светланская, 177, стр.1
347.  ;Жилой дом;Приморский край, г. Владивосток, ул. Светланская, 177а
348.  ;Дом Польского;Приморский край, г. Владивосток, ул. Светланская, 179
349.  ;Дом жилой. Здесь жил известный исследователь Дальнего Востока Гек Фридольф Кириллович;Приморский край, г. Владивостокский городской округ, ул. Светланская, 161а
350.  ;Дом, в котором жил известный исследователь Дальнего Востока Фридольф Кириллович Гек;Приморский край, г. Владивосток, ул. Светланская, 161
351.  ;Доходный дом;Приморский край, г. Владивосток, ул. Светланская, 181
352.  ;Многоквартирный жилой дом;Приморский край, г. Владивосток, ул. Светланская, 205
353.  ;Жилой дом;Приморский край, г. Владивосток, ул. Светланская, 209
354.  ;Памятник летчикам - жертвам американской агрессии 1953 года;Приморский край, г. Владивосток, в районе ул. Светланская, 119б
355.  ;"Памятник экипажу шхуны ""Крейсерок"", трагически погибшему в 1890 г. при защите котиковых промыслов Сахалина от американских браконьеров";Приморский край, г. Владивосток, Светланская ул., сквер Матросского клуба
356.  ;Братская могила жертв революции (332)  Братская могила Жертв Революции - место захоронения праха борцов первой русской революции и гражданской войны 1918 - 1922 гг. (125);Приморский край, г. Владивосток, Светланская ул., сквер им. Невельского
357.  ;"Входная колоннада стадиона ""Авангард""- памятник творчества известного Приморского архитектора Н.С. Рябова";"Приморский край, г. Владивосток, ул. Светланская (Ленинская), стадион ""Авангард"""
358.  ;Памятник морякам торгового флота, погибшим в годы Великой  Отечественной войны;Приморский край, г. Владивосток, в районе ул. Светланская, 63
359.  ;Здание Совнархоза;Приморский край, г. Владивосток, ул. Суханова, 3
360.  ;Дом Поповой;Приморский край, г. Владивосток, ул. Суханова, 5
361.  ;Здание Владивостокского коммерческого училища, в котором в 1913-1919 годах учился А.А.Фадеев, советский писатель;Приморский край, г. Владивосток, ул. Суханова, 8
362.  ;Дом, в котором жил К. Суханов;Приморский край, г. Владивосток, ул. Суханова, 9
363.  ;Дом Беркович;Приморский край, г. Владивосток, ул. Суханова, 20
364.  ;Памятник Константину Суханову;Приморский край, г. Владивосток, в районе ул. Суханова, 6а
365.  ;Механический завод Владивостокского военного порта;Приморский край, город Владивосток, северное побережье бухты Золотой Рог
;;
;Достопримечательное место;
374.  ;Жилой дом;Приморский край, г. Владивосток, ул. Тигровая, 23а
375.  ;Жилой дом;Приморский край, г. Владивостокский городской округ, ул. Тигровая, 23
376.  ;Жилой дом;Приморский край, г. Владивостокский городской округ, ул. Тигровая, 25
377.  ;Жилой дом;Приморский край, г. Владивосток, Трудовой пер., 1а
378.  ;Водонапорная станция железнодорожной станции Владивосток. Служебный корпус;Приморский край, г. Владивосток, Трудовой пер., 13а
379.  ;Водонапорная станция железнодорожной станции Владивосток. Водонапорная башня;Приморский край, г. Владивосток, Ланинский пер., 3, (лит.1)
380.  ;Дом Даттана;Приморский край, г. Владивосток, ул. Уборевича, 6А
381.  ;Здание Алексеевской женской гимназии - ныне школа № I;Приморский край, Владивостокский городской округ, ул. Уборевича, 8
382.  ;Владивостокское городское полицейское управление;Приморский край, г. Владивосток, ул. Уборевича, 11 
;;(в РЕЕСТРЕ Уборевича, 9)
383.  ;Депо пожарное главное;Приморский край, г. Владивосток, ул. Уборевича, 9, стр. 2, 3
;АНСАМБЛЬ;
384.  ;Жилой дом;Приморский край, г. Владивосток, ул. Уборевича, д. 10/3
385.  ;Здание Владивостокского окружного суда, в котором в 1906-1907 гг. проходили судебные процессы над участниками первой русской революции во Владивостоке;Приморский край, г Владивосток ул. Уборевича, 13
386.  ;Здание Дальтелефильма, в котором в 1956 году начал работать первый на Дальнем Востоке телевизионный центр;Приморский край, г. Владивосток, ул. Уборевича, 20а
387.  ;Жилой дом;Приморский край, г. Владивосток, ул. Уборевича, 23
388.  ;Жилой дом;Приморский край, г. Владивосток, ул. Уборевича, 23-А
389.  ;Здание старейшей на Дальнем Востоке Пастеровской станции;Приморский край, г. Владивосток, Уборевича ул., 36
390.  ;Жилой дом;Приморский край, г. Владивосток, ул. Уборевича, 38
391.  ;Могила генерал-губернатора Восточной Сибири графа Н.Н. Муравьева-Амурского;Приморский край , г. Владивосток, рядом с одноименной могилой, расположенной в сквере Муравьева-Амурского на пересечении ул. Суханова, ул. Лазо и Театрального проезда
392.  ;Жилой дом;Приморский край, г. Владивосток, ул. Уткинская, 14
393.  ;Дом, в котором жила в 1913–1917 гг. семья известных дальневосточных педагогов и общественных деятелей М.В. и М.Я.Сибирцевых, чьи сыновья Всеволод и Игорь погибли в борьбе за власть Советов;Приморский край, г Владивосток, ул. Уткинская, д 40
394.  ;Жилой дом - памятник деревянного зодчества;Приморский край, г. Владивосток, Фонтанная ул., 21
395.  ;Дом Чистякова;Приморский край, г. Владивосток, Фонтанная ул., 28
396.  ;Жилой дом;Приморский край, г. Владивостокский городской округ, Фонтанная ул., 26
397.  ;Школа;Приморский край, г. Владивосток, ул. Фонтанная, 36/38
398.  ;Жилой дом;Приморский край, г. Владивосток, ул. Фонтанная, 42
399.  ;Жилой дом;Приморский край, г. Владивосток, ул. Уборевича, 17 (ул. Фонтанная, 44)
400.  ;Жилой дом;Приморский край, г. Владивосток, ул. Фонтанная, 47
401.  ;Дом городского головы И.И. Маковского, в котором в октябре 1890 г. бывал А.П. Чехов;Приморский край, г. Владивостокский городской округ, Дзержинского, 49 (Фонтанная, 49)
402.  ;Жилой дом;Приморский край, г. Владивостокский городской округ, ул. Фонтанная, 51 лит. А
403.  ;Жилой дом;Приморский край, г. Владивостокский городской округ, Фонтанная ул., 61
404.  ;Безымянная батарея;Приморский край, г. Владивосток, ул. Батарейная, 4а
405.  ;Тигровая батарея с пушкой полуденного сигнала, где 30 августа 1889 г. был поднят флаг Владивостокской крепости;Приморский край, г. Владивосток, гора Тигровая (высота 79,2), вершина горы
406.  ;Здание железнодорожного вокзала;Приморский край, г. Владивосток, ул. Алеутская, 2
407.  ;Народный дом;Приморский край, г. Владивосток, ул. Володарского, 19
408.  ;Здание Восточного института;Приморский край, г. Владивосток, ул. Пушкинская, 10
409.  ;Дом, в котором работал штаб революционных партизанских отрядов Приморья под руководством Лазо Сергея Григорьевича в 1920 г;Приморский край, г. Владивосток, ул. Светланская, 10
;;
;;
410.  ;Здание, в котором в 1917-1918 гг. работал Исполком Владивостокского Совета рабочих и солдатских депутатов под руководством К. Суханова;Приморский край, г. Владивосток, ул. Светланская, 52
411.  ;Памятник Борцам за власть Советов на Дальнем Востоке;Приморский край, г. Владивосток, в районе ул. Светланская, 38-40
412.  ;Братская могила моряков Тихоокеанского флота, погибших в 1945 г. боях с японскими империалистами;Приморский край, город Владивосток, в районе улицы Светланская, 173
413.  ;Памятник исследователю Дальнего Востока Невельскому Геннадию Ивановичу;Приморский край, г. Владивосток, ул. Светланская в районе д. 67
414.  ;Памятник В.И. Ленину;Приморский край, г Владивосток, в районе ул. Посъетская, д. 24 (вокзальная площадь)
415.  ;Памятник Лазо Сергею Георгиевичу;Приморский край, г. Владивосток, в районе ул. Петра Великого, 49
416.  ;Многоэтажный жилой дом - памятник советской архитектуры 30-х годов;Приморский край, г. Владивостокский городской округ, ул. Алеутская, 17
417.  ;Административное здание Владивостокского коммерческого порта;Приморский край, г. Владивосток, ул. Нижнепортовая, 1 а
418.  ;Жилой дом;Приморский край, г. Владивосток, ул. Светланская, 53 стр. 1
419.  ;Доходный дом Унжакова;Приморский край, г. Владивосток, ул. Светланская, 59
421.  ;Здание морского вокзала;Приморский край, г. Владивосток, ул. Нижнепортовая, 3
422.  ;Банк Сибирский (дом В.П. Бабинцева), 1903–1906 гг.;Приморский край, г. Владивосток, ул. Алеутская, 21
423.  ;Архитектурный ансамбль застройки участка улицы Светланской (20 строений);Приморский край, г. Владивосток, ул. Светланская от ул. Набережной до ул. Алеутской
;АНСАМБЛЬ;
424.  ;Чертежный отдел Приморского переселенческого района;Приморский край, г. Владивосток, ул. Фонтанная, 24
425.  ;Жилой дом;Приморский край, г. Владивосток, ул. Светланская, 131, стр. 1
426.  ;Дом, в котором в 1884-1889 гг. жил известный исследователь края, основатель Общества изучения Амурского края Ф.Ф. Буссе;Приморский край, Владивостокский городской округ, ул. Прапорщика Комарова, 23 (лит.Б)
427.  ;Владивостокская городская больница;Приморский край, г. Владивосток, ул. Алеутская, д. 57, корпус 1,2,3,4
;АНСАМБЛЬ;
428.  ;Жилой дом;Приморский край, г. Владивосток, ул. Семеновская, 7
429.  ;Дом жилой;Приморский край, г. Владивосток, ул. Светланская, 74
430.  ;"Ансамбль ""доходных домов ""Л.Скидельского";Приморский край, г. Владивосток, пр-кт Океанский, 30
;АНСАМБЛЬ;
431.  ;Жилой дом Приморской епархии;Приморский край, г. Владивосток, ул. Всеволода Сибирцева, 16
432.  ;Жилой дом Приморской епархии;Приморский край, г. Владивосток, ул. Ключевая, 5
433.  ;Тоннель им. И.В. Сталина;Приморский край, г. Владивосток, между железнодорожными станциями «Луговая» и «3-я Рабочая»
434.  ;Депо вагонное городского трамвайного парка;Приморский край, г. Владивосток, ул. Светланская, 223
435.  ;Геодезический знак;Приморский край, г. Владивосток, Алексеевская сопка (высота 82.,1), вершина
436.  ;Жилой дом;Приморский край, г. Владивосток, ул. Пушкинская, 25б
437.  ;"Склад ""Пекин""";Приморский край, г. Владивосток, ул. Адмирала Фокина, 26 
438.  ;Доходный дом Сигитаро-Такунаго;Приморский край, г. Владивосток
439.  ;Доходный дом Сигитаро-Такунаго;Приморский край, г. Владивосток, Семеновская, 3а
440.  ;Жилой дом;Приморский край, г. Владивосток, Пушкинская, 25, строение 4
441.  ;Владивостокская городская больница;Приморский край, г. Владивосток
442.  ;Владивостокская городская больница;Приморский край, г. Владивосток, ул. Алеутская, 57д
443.  ;Банк Сибирский (Дом В.П. Бабинцева);Приморский край, г. Владивосток, ул. Алеутская, 23
444.  ;Памятник морякам-катерникам I -ой Краснознаменной бригады ТОФ, погибшим в боях за Родину в 1941 - 1945 гг;Приморский край, г. Владивосток, ул. Светланская, сквер Матросского клуба
445.  ;Жилой дом;Приморский край, г. Владивосток, ул. Пушкинская, 17а
446.  ;Гостиница Доброфлота;Приморский край, г. Владивосток, ул. Верхнепортовая, 7
447.  ;Жилой дом;Приморский край, г. Владивосток, ул. Верхнепортовая, 20
448.  ;Здание переселенческой больницы;Приморский край, г. Владивосток, ул. Верхнепортовая, 27
449.  ;Жилой дом;Приморский край, г. Владивосток, ул. Верхнепортовая, 29
450.  ;Здание первой радиотелеграфной станции;Приморский край, г. Владивосток, ул. Верхнепортовая, 40
451.  ;Кинотеатр “Вымпел”;Приморский край, г. Владивосток, ул. Верхнепортовая, 72
452.  ;Казарма Владивостокского гарнизона;Приморский край, г. Владивосток, ул. Казанская, 9
453.  ;Жилой дом;Приморский край, г. Владивосток, ул. Крыгина, 5
454.  ;Здание военного ведомства;Приморский край, г. Владивосток, ул. Морозова, 2
455.  ;Здание военного ведомства;Приморский край, г. Владивосток, ул. Морозова, 5
456.  ;Здание военного ведомства;Приморский край, г. Владивосток, ул. Морозова, 8
457.  ;Здание военного ведомства;Приморский край, г. Владивосток, ул. Морозова, 7, стр. 1
458.  ;Здание военного ведомства;Приморский край, г. Владивосток, ул. Морозова, 10
459.  ;Братская могила младшего командира Миронова и бойцов Красной Армии, погибших в 1938 г. в боях у озера Хасан;Приморский край, г. Владивосток, в районе ул. Лукоморье, 4
460.  ;Шкотовский створ маяков (маяк, два створных знака);Приморский край, п-ов Шкота, ул. Транспортная
;АНСАМБЛЬ;
461.  ;Казарма 3–го артиллерийского полка Владивостокской крепости;Приморский край, г. Владивосток, ул. Розничная, 43
462.  ;Дом военного ведомства;Приморский край, г. Владивосток, ул. Саратовская, 4
463.  ;Жилой дом военного ведомства;Приморский край, г. Владивосток, ул. Станюковича, 53
464.  ;Иннокентьевская батарея (батарея № VIII);Приморский край, г. Владивосток, Станюковича ул., у дома № 41-а
465.  ;Токаревская мортирная батарея. (Южная полубатарея, Северная полубатарея) ;"Приморский край, г. Владивосток, ул. Американская, ул. Лукоморье, ул. Токаревская кошка, высота  94,3 между ними, вершина высоты; высота 90,6, вершина высоты, ул. Лукоморье, 1а"
466.  ;Батарея Токаревская нижняя;Приморский край, г. Владивосток, Токаревский маяк ул., высота 90,6, юго-западный склон высоты в 0,4 км от вершины в районе отметки 22,8
467.  ;Пороховой погреб П 4;Приморский край, г. Владивосток, в районе ул. Верхнепортовая, 68
468.  ;Каланча Эгершельдской пожарной команды, где формировался комсомольский батальон им. К.Либкнехта и был склад оружия;Приморский край, г. Владивосток, ул. Сипягина, 22 д
469.  ;Здание военного ведомства;Приморский край, г. Владивосток, ул. Крыгина, 19 строение 1
470.  ;Здание военного ведомства;Приморский край, г. Владивосток, ул. Крыгина, д. 19 строение 2
471.  ;Полукапонир береговой противодесантный №20;Приморский край, г. Владивосток, ул. Западная, 29, в 45 м западнее стр. «Лит. А2»
472.  ;Доходный дом Пьянкова;Приморский край, г. Владивосток, ул. Адмирала Фокина, 5, 5а, 5б
;АНСАМБЛЬ;
473.  ;Памятник рабочим Владивостокского;Приморский край,
;судоремонтного завода, погибшим на фронтах Великой Отечественной войны;г. Владивосток, ул. Нижнепортовая, д. 3 на земельном участке с кадастровым номером
;;25:28:020031:166
;;
474.  ;Городской дом;Приморский край, г. Владивосток, ул. Светланская, 38/40 (улица Светланская, дом 38)
