271,Жилой дом,"Приморский край, г. Владивосток, Светланская ул., 39а"
272,Жилой дом,"Приморский край, г. Владивосток, ул. Светланская, 39 б"
273,Жилой дом,"Приморский край, г.Владивосток, ул.Светланская, 39 в"
274,"Административное здание ""Торгового дома Кунст и Альберс""","Приморский край, г. Владивосток, ул. Светланская, 40"
275,Здание Владивостокской почтово-телеграфной конторы (почтамт),"Приморский край, г. Владивосток, ул. Светланская, 41"
276,Здание клуба работников связи - старейший центр профдвижения во Владивостоке,"Приморский край, г. Владивосток, ул. Светланская, 41А"
277,«Доходный дом Пьянкова (Книготорг)»,"Приморский край, г. Владивосток, ул. Светланская, 43"
278,Доходный дом Шевелева,"Приморский край, г. Владивосток, ул. Светланская, 44"
279,"Здание ""Нового магазина Т.Д. Чурин и Касьянов"" (филиал ГУМА, гастроном № 4","Приморский край, г. Владивосток, ул. Светланская, 45"
280,Дом первого жителя г. Владивостока Семенова Я.Л,"Приморский край, г. Владивосток, ул. Светланская, 46"
281,Здание Приморского крайкома КРСС - памятник советской архитектуры 30-х год,"Приморский край, г. Владивосток, ул. Светланская, 47"
282,"Здание Дальневосточного филиала Академии наук СССР - первого периферийного филиала Академии, организованного известным советским ученым академиком В.Л. Комаровым в 1932 г","Приморский край, г. Владивосток, ул. Светланская, 50"
283,Доходный дом,"Приморский край, г. Владивосток, ул. Светланская, д. 51"
284,Здание кондитерской Кокина,"Приморский край, г. Владивосток, ул. Светланская, 53, стр. 2"
285,Доходный дом Бюргина,"Приморский край, г. Владивосток, ул. Светланская, 53, стр. 3"
286,Здание бывшего городского комитета КПСС,"Приморский край, г. Владивостокский городской округ, ул. Светланская, 54"
287,Дом Штейнбаха,"Приморский край, г. Владивосток, ул. Светланская, 55"
288,Дом жилой,"Приморский край, г. Владивосток, ул. Светланская, 55б"
289,Здание бывшей городской управы 1890-1891 гг,"Приморский край, г. Владивосток, ул. Светланская, 57, стр. 1"
290,Дом Вальдена,"Приморский край, г. Владивосток, ул. Светланская, 61, стр. 1"
291,Дом жилой,"Приморский край, г. Владивосток, ул. Светланская, 61, стр. 2"
292,"Многоквартирный жилой дом - памятник советской архитектуры 30-х годов, памятник творчества архитектора А.А. Заседателева, первого советского архитектора во Владивостоке","Приморский край, г. Владивосток, ул. Светланская, 63"
293,Церковно-приходская школа,"Приморский край, г. Владивосток, ул. Светланская, 65"
294,Штаб Тихоокеанского пограничного округа,"Приморский край, г. Владивосток, ул. Светланская, 67"
295,"Здание Морского собрания, в котором в 1895 - 1896 гг. выступал с докладами известный флотоводец и ученый С.О. Макаров","Приморский край, г. Владивостокский городской округ, ул. Светланская, 68"
296,"Дом, в котором жил известный общественный деятель края А.Д. Старцев","Приморский край, г. Владивосток, ул. Светланская, 69"
297,Здание Приморской краевой конторы Госбанка – место героической обороны дивизиона Народной охраны 25 мая 1921 г,"Приморский край, г. Владивосток, ул. Светланская, 71"
298,Здание бывшего Управления Владивостокского военного порта и Сибирской флотилии,"Приморский край, г. Владивосток, ул. Светланская, 72-в (Ленинская 72)"
299,"Дом в котором жил профессор Позднеев С.П., известный русский филолог, первый ректор Восточного института","Приморский край, г. Владивосток, ул. Светланская, 73 а"
300,"Ансамбль жилых домов Сибирского флотского экипажа (Офицерские флигеля)
 АНСАМБЛЬ","Приморский край, г. Владивосток, ул. Светланская, 66,74, 76, 78,80,80а"
301,Жилой дом,"Приморский край, г. Владивостокский городской округ, ул. Светланская, 66"
302,Дом жилой. Здесь жил географ контр-адмирал Л.А. Дёмин,"Приморский край, г. Владивосток, ул. Светланская, 76"
303,Дом жилой,"Приморский край, г. Владивосток, ул. Светланская, 78"
304,Дом жилой,"Приморский край, г. Владивостокский городской округ, ул. Светланская, 80"
305,Дом командира портов Восточного океана,"Приморский край, г. Владивостокский городской округ, ул. Светланская, 80-А"
306,Жилой дом лейтенантского состава Тихоокеанского флота,"Приморский край, г. Владивосток, ул. Светланская, 85"
307,Здание отделения торгового дома Кунст и Альберс в Офицерской слободе,"Приморский край, г. Владивосток, ул. Светланская, 104"
308,Жилой дом,"Приморский край, г. Владивосток, ул. Светланская, 108"
309,Жилой дом,"Приморский край, г. Владивостокский городской округ, ул. Светланская, 109"
310,Дом доходный Филлипченко А. Б,"Приморский край, г. Владивосток, ул. Светланская, 111"
311,Доходный дом,"Приморский край, г. Владивосток, ул. Светланская, 113"
312,Доходный дом Чирва,"Приморский край, г. Владивосток, ул. Светланская, 114"
313,Здание библиотеки им. Гоголя (ныне – им. М. Горького) – первой на Дальнем Востоке публичной библиотеки,"Приморский край, г. Владивостокский городской округ, ул. Светланская, 119"
314,Жилой дом,"Приморский край, г. Владивосток, ул. Светланская, 127"
315,Жилой дом,"Приморский край, г. Владивосток, ул. Светланская, 131, стр.2"
316,Жилой дом,"Приморский край, г. Владивосток, ул. Светланская, 131"
317,Жилой дом,"Приморский край, г. Владивосток, ул. Светланская, 177, стр.1"
318,Жилой дом,"Приморский край, г. Владивосток, ул. Светланская, 177а"
319,Дом Польского,"Приморский край, г. Владивосток, ул. Светланская, 179"
320,Дом жилой. Здесь жил известный исследователь Дальнего Востока Гек Фридольф Кириллович,"Приморский край, г. Владивостокский городской округ, ул. Светланская, 161а"
321,"Дом, в котором жил известный исследователь Дальнего Востока Фридольф Кириллович Гек","Приморский край, г. Владивосток, ул. Светланская, 161"
322,Доходный дом,"Приморский край, г. Владивосток, ул. Светланская, 181"
323,Многоквартирный жилой дом,"Приморский край, г. Владивосток, ул. Светланская, 205"
324,Жилой дом,"Приморский край, г. Владивосток, ул. Светланская, 209"
325,Памятник летчикам - жертвам американской агрессии 1953 года,"Приморский край, г. Владивосток, в районе ул. Светланская, 119б"
326,"Памятник экипажу шхуны ""Крейсерок"", трагически погибшему в 1890 г. при защите котиковых промыслов Сахалина от американских браконьеров","Приморский край, г. Владивосток, Светланская ул., сквер Матросского клуба"
327,Братская могила жертв революции (332) Братская могила Жертв Революции - место захоронения праха борцов первой русской революции и гражданской войны 1918 - 1922 гг. (125),"Приморский край, г. Владивосток, Светланская ул., сквер им. Невельского"
328,"Входная колоннада стадиона ""Авангард""- памятник творчества известного Приморского архитектора Н.С. Рябова","Приморский край, г. Владивосток, ул. Светланская (Ленинская), стадион ""Авангард"""
329,"Памятник морякам торгового флота, погибшим в годы Великой Отечественной войны","Приморский край, г. Владивосток, в районе ул. Светланская, 63"
330,Здание Совнархоза,"Приморский край, г. Владивосток, ул. Суханова, 3"
331,Дом Поповой,"Приморский край, г. Владивосток, ул. Суханова, 5"
332,"Здание Владивостокского коммерческого училища, в котором в 1913-1919 годах учился А.А.Фадеев, советский писатель","Приморский край, г. Владивосток, ул. Суханова, 8"
333,"Дом, в котором жил К. Суханов","Приморский край, г. Владивосток, ул. Суханова, 9"
334,Дом Беркович,"Приморский край, г. Владивосток, ул. Суханова, 20"
335,Памятник Константину Суханову,"Приморский край, г. Владивосток, в районе ул. Суханова, 6а"
336,"Механический завод Владивостокского военного порта
  
 Достопримечательное место","Приморский край, город Владивосток, северное побережье бухты Золотой Рог"
337,Жилой дом,"Приморский край, г. Владивосток, ул. Тигровая, 23а"
338,Жилой дом,"Приморский край, г. Владивостокский городской округ, ул. Тигровая, 23"
339,Жилой дом,"Приморский край, г. Владивостокский городской округ, ул. Тигровая, 25"
340,Жилой дом,"Приморский край, г. Владивосток, Трудовой пер., 1а"
341,Водонапорная станция железнодорожной станции Владивосток. Служебный корпус,"Приморский край, г. Владивосток, Трудовой пер., 13а"
342,Водонапорная станция железнодорожной станции Владивосток. Водонапорная башня,"Приморский край, г. Владивосток, Ланинский пер., 3, (лит.1)"
343,Дом Даттана,"Приморский край, г. Владивосток, ул. Уборевича, 6А"
344,Здание Алексеевской женской гимназии - ныне школа № I,"Приморский край, Владивостокский городской округ, ул. Уборевича, 8"
345,Владивостокское городское полицейское управление,"Приморский край, г. Владивосток, ул. Уборевича, 11 
 (в РЕЕСТРЕ Уборевича, 9)"
346,"Депо пожарное главное
 АНСАМБЛЬ","Приморский край, г. Владивосток, ул. Уборевича, 9, стр. 2, 3"
347,Жилой дом,"Приморский край, г. Владивосток, ул. Уборевича, д. 10/3"
348,"Здание Владивостокского окружного суда, в котором в 1906-1907 гг. проходили судебные процессы над участниками первой русской революции во Владивостоке","Приморский край, г Владивосток ул. Уборевича, 13"
349,"Здание Дальтелефильма, в котором в 1956 году начал работать первый на Дальнем Востоке телевизионный центр","Приморский край, г. Владивосток, ул. Уборевича, 20а"
350,Жилой дом,"Приморский край, г. Владивосток, ул. Уборевича, 23"
351,Жилой дом,"Приморский край, г. Владивосток, ул. Уборевича, 23-А"
352,Здание старейшей на Дальнем Востоке Пастеровской станции,"Приморский край, г. Владивосток, Уборевича ул., 36"
353,Жилой дом,"Приморский край, г. Владивосток, ул. Уборевича, 38"
354,Могила генерал-губернатора Восточной Сибири графа Н.Н. Муравьева-Амурского,"Приморский край , г. Владивосток, рядом с одноименной могилой, расположенной в сквере Муравьева-Амурского на пересечении ул. Суханова, ул. Лазо и Театрального проезда"
355,Жилой дом,"Приморский край, г. Владивосток, ул. Уткинская, 14"
356,"Дом, в котором жила в 1913–1917 гг. семья известных дальневосточных педагогов и общественных деятелей М.В. и М.Я.Сибирцевых, чьи сыновья Всеволод и Игорь погибли в борьбе за власть Советов","Приморский край, г Владивосток, ул. Уткинская, д 40"
357,Жилой дом - памятник деревянного зодчества,"Приморский край, г. Владивосток, Фонтанная ул., 21"
358,Дом Чистякова,"Приморский край, г. Владивосток, Фонтанная ул., 28"
359,Жилой дом,"Приморский край, г. Владивостокский городской округ, Фонтанная ул., 26"
360,Школа,"Приморский край, г. Владивосток, ул. Фонтанная, 36/38"
361,Жилой дом,"Приморский край, г. Владивосток, ул. Фонтанная, 42"
362,Жилой дом,"Приморский край, г. Владивосток, ул. Уборевича, 17 (ул. Фонтанная, 44)"
363,Жилой дом,"Приморский край, г. Владивосток, ул. Фонтанная, 47"
364,"Дом городского головы И.И. Маковского, в котором в октябре 1890 г. бывал А.П. Чехов","Приморский край, г. Владивостокский городской округ, Дзержинского, 49 (Фонтанная, 49)"
365,Жилой дом,"Приморский край, г. Владивостокский городской округ, ул. Фонтанная, 51 лит. А"
366,Жилой дом,"Приморский край, г. Владивостокский городской округ, Фонтанная ул., 61"
367,Безымянная батарея,"Приморский край, г. Владивосток, ул. Батарейная, 4а"
368,"Тигровая батарея с пушкой полуденного сигнала, где 30 августа 1889 г. был поднят флаг Владивостокской крепости","Приморский край, г. Владивосток, гора Тигровая (высота 79,2), вершина горы"
369,Здание железнодорожного вокзала,"Приморский край, г. Владивосток, ул. Алеутская, 2"
370,Народный дом,"Приморский край, г. Владивосток, ул. Володарского, 19"
371,Здание Восточного института,"Приморский край, г. Владивосток, ул. Пушкинская, 10"
372,"Дом, в котором работал штаб революционных партизанских отрядов Приморья под руководством Лазо Сергея Григорьевича в 1920 г","Приморский край, г. Владивосток, ул. Светланская, 10"
373,"Здание, в котором в 1917-1918 гг. работал Исполком Владивостокского Совета рабочих и солдатских депутатов под руководством К. Суханова","Приморский край, г. Владивосток, ул. Светланская, 52"
374,Памятник Борцам за власть Советов на Дальнем Востоке,"Приморский край, г. Владивосток, в районе ул. Светланская, 38-40"
375,"Братская могила моряков Тихоокеанского флота, погибших в 1945 г. боях с японскими империалистами","Приморский край, город Владивосток, в районе улицы Светланская, 173"
376,Памятник исследователю Дальнего Востока Невельскому Геннадию Ивановичу,"Приморский край, г. Владивосток, ул. Светланская в районе д. 67"
377,Памятник В.И. Ленину,"Приморский край, г Владивосток, в районе ул. Посъетская, д. 24 (вокзальная площадь)"
378,Памятник Лазо Сергею Георгиевичу,"Приморский край, г. Владивосток, в районе ул. Петра Великого, 49"
379,Многоэтажный жилой дом - памятник советской архитектуры 30-х годов,"Приморский край, г. Владивостокский городской округ, ул. Алеутская, 17"
380,Административное здание Владивостокского коммерческого порта,"Приморский край, г. Владивосток, ул. Нижнепортовая, 1 а"
381,Жилой дом,"Приморский край, г. Владивосток, ул. Светланская, 53 стр. 1"
382,Доходный дом Унжакова,"Приморский край, г. Владивосток, ул. Светланская, 59"
383,Здание морского вокзала,"Приморский край, г. Владивосток, ул. Нижнепортовая, 3"
384,"Банк Сибирский (дом В.П. Бабинцева), 1903–1906 гг.","Приморский край, г. Владивосток, ул. Алеутская, 21"
385,"Архитектурный ансамбль застройки участка улицы Светланской (20 строений)
 АНСАМБЛЬ","Приморский край, г. Владивосток, ул. Светланская от ул. Набережной до ул. Алеутской"
386,Чертежный отдел Приморского переселенческого района,"Приморский край, г. Владивосток, ул. Фонтанная, 24"
387,Жилой дом,"Приморский край, г. Владивосток, ул. Светланская, 131, стр. 1"
388,"Дом, в котором в 1884-1889 гг. жил известный исследователь края, основатель Общества изучения Амурского края Ф.Ф. Буссе","Приморский край, Владивостокский городской округ, ул. Прапорщика Комарова, 23 (лит.Б)"
389,"Владивостокская городская больница
 АНСАМБЛЬ","Приморский край, г. Владивосток, ул. Алеутская, д. 57, корпус 1,2,3,4"
390,Жилой дом,"Приморский край, г. Владивосток, ул. Семеновская, 7"
391,Дом жилой,"Приморский край, г. Владивосток, ул. Светланская, 74"
392,"Ансамбль ""доходных домов ""Л.Скидельского
 АНСАМБЛЬ","Приморский край, г. Владивосток, пр-кт Океанский, 30"
393,Жилой дом Приморской епархии,"Приморский край, г. Владивосток, ул. Всеволода Сибирцева, 16"
394,Жилой дом Приморской епархии,"Приморский край, г. Владивосток, ул. Ключевая, 5"
395,Тоннель им. И.В. Сталина,"Приморский край, г. Владивосток, между железнодорожными станциями «Луговая» и «3-я Рабочая»"
396,Депо вагонное городского трамвайного парка,"Приморский край, г. Владивосток, ул. Светланская, 223"
397,Геодезический знак,"Приморский край, г. Владивосток, Алексеевская сопка (высота 82.,1), вершина"
398,Жилой дом,"Приморский край, г. Владивосток, ул. Пушкинская, 25б"
399,"Склад ""Пекин""","Приморский край, г. Владивосток, ул. Адмирала Фокина, 26"
400,Доходный дом Сигитаро-Такунаго,"Приморский край, г. Владивосток"
401,Доходный дом Сигитаро-Такунаго,"Приморский край, г. Владивосток, Семеновская, 3а"
402,Жилой дом,"Приморский край, г. Владивосток, Пушкинская, 25, строение 4"
403,Владивостокская городская больница,"Приморский край, г. Владивосток"
404,Владивостокская городская больница,"Приморский край, г. Владивосток, ул. Алеутская, 57д"
405,Банк Сибирский (Дом В.П. Бабинцева),"Приморский край, г. Владивосток, ул. Алеутская, 23"
406,"Памятник морякам-катерникам I -ой Краснознаменной бригады ТОФ, погибшим в боях за Родину в 1941 - 1945 гг","Приморский край, г. Владивосток, ул. Светланская, сквер Матросского клуба"
407,Жилой дом,"Приморский край, г. Владивосток, ул. Пушкинская, 17а"
408,Гостиница Доброфлота,"Приморский край, г. Владивосток, ул. Верхнепортовая, 7"
409,Жилой дом,"Приморский край, г. Владивосток, ул. Верхнепортовая, 20"
410,Здание переселенческой больницы,"Приморский край, г. Владивосток, ул. Верхнепортовая, 27"
411,Жилой дом,"Приморский край, г. Владивосток, ул. Верхнепортовая, 29"
412,Здание первой радиотелеграфной станции,"Приморский край, г. Владивосток, ул. Верхнепортовая, 40"
413,Кинотеатр “Вымпел”,"Приморский край, г. Владивосток, ул. Верхнепортовая, 72"
414,Казарма Владивостокского гарнизона,"Приморский край, г. Владивосток, ул. Казанская, 9"
415,Жилой дом,"Приморский край, г. Владивосток, ул. Крыгина, 5"
416,Здание военного ведомства,"Приморский край, г. Владивосток, ул. Морозова, 2"
417,Здание военного ведомства,"Приморский край, г. Владивосток, ул. Морозова, 5"
418,Здание военного ведомства,"Приморский край, г. Владивосток, ул. Морозова, 8"
419,Здание военного ведомства,"Приморский край, г. Владивосток, ул. Морозова, 7, стр. 1"
420,Здание военного ведомства,"Приморский край, г. Владивосток, ул. Морозова, 10"
421,"Братская могила младшего командира Миронова и бойцов Красной Армии, погибших в 1938 г. в боях у озера Хасан","Приморский край, г. Владивосток, в районе ул. Лукоморье, 4"
422,"Шкотовский створ маяков (маяк, два створных знака)
 АНСАМБЛЬ","Приморский край, п-ов Шкота, ул. Транспортная"
423,Казарма 3–го артиллерийского полка Владивостокской крепости,"Приморский край, г. Владивосток, ул. Розничная, 43"
424,Дом военного ведомства,"Приморский край, г. Владивосток, ул. Саратовская, 4"
425,Жилой дом военного ведомства,"Приморский край, г. Владивосток, ул. Станюковича, 53"
426,Иннокентьевская батарея (батарея № VIII),"Приморский край, г. Владивосток, Станюковича ул., у дома № 41-а"
427,"Токаревская мортирная батарея. (Южная полубатарея, Северная полубатарея)","Приморский край, г. Владивосток, ул. Американская, ул. Лукоморье, ул. Токаревская кошка, высота 94,3 между ними, вершина высоты; высота 90,6, вершина высоты, ул. Лукоморье, 1а"
428,Батарея Токаревская нижняя,"Приморский край, г. Владивосток, Токаревский маяк ул., высота 90,6, юго-западный склон высоты в 0,4 км от вершины в районе отметки 22,8"
429,Пороховой погреб П 4,"Приморский край, г. Владивосток, в районе ул. Верхнепортовая, 68"
430,"Каланча Эгершельдской пожарной команды, где формировался комсомольский батальон им. К.Либкнехта и был склад оружия","Приморский край, г. Владивосток, ул. Сипягина, 22 д"
431,Здание военного ведомства,"Приморский край, г. Владивосток, ул. Крыгина, 19 строение 1"
432,Здание военного ведомства,"Приморский край, г. Владивосток, ул. Крыгина, д. 19 строение 2"
433,Полукапонир береговой противодесантный №20,"Приморский край, г. Владивосток, ул. Западная, 29, в 45 м западнее стр. «Лит. А2»"
434,"Доходный дом Пьянкова
 АНСАМБЛЬ","Приморский край, г. Владивосток, ул. Адмирала Фокина, 5, 5а, 5б"
435,"Памятник рабочим Владивостокского
 судоремонтного завода, погибшим на фронтах Великой Отечественной войны","Приморский край,
 г. Владивосток, ул. Нижнепортовая, д. 3 на земельном участке с кадастровым номером
 25:28:020031:166"
436,Городской дом,"Приморский край, г. Владивосток, ул. Светланская, 38/40 (улица Светланская, дом 38)"
